Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,z_Source quality,Description,Einstein_R,Einstein_R_err,z_lens,z_lens_err,z_source,z_source_err,Discovery Date,Name,N Images,Alternate Names
COSMOS,GAL-QSO,A,SIE model,spectroscopic,spectroscopic,4-image + ring,0.62 , 0.00,0.552 , 0.001,3.35 , 0.01,2008-05-01,COSMOS5921+0638,4,SL2SJ095921+020638
