Discovery,Lens Kind,Lens Grade,"Einstein_R [""]",Einstein_R quality,z_Lens quality,z_Source quality,Description,z_lens,z_lens_err,z_source,z_source_err,Discovery Date,Name,N Images,Alternate Names
SQLS,GAL-QSO,A,0.87,SIE model,spectroscopic,spectroscopic,Quadruply  imaged quasar. Anomalous flux ratio between images A and D at the time of the discovery. Two sets of arcs with different colours can be seen on  the HST frames.,0.394 , 0.001,1.524 , 0.001,2003-08-01,SDSS J0924+0219,4,SDSS J092455.87+021924.9
