Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,Description,Einstein_R,Einstein_R_err,z_lens,z_lens_err,Discovery Date,Name,N Images,Alternate Names
SL2S,GRP-GAL,A,½ image separation,spectroscopic,z_lens_spec communicated by Karun Tanjavur HIA/CFHT,5.8 , 0.1,0.511 , 0.001,2011-09-08,SL2S J022546-073739,0,SA50
