ra,dec,Lens Name,zs,zl,RA (J2000),Dec (J2000),E(B-V),ms (mag),ml (mag),FGHz (mJy),Nim,"size ("")",dt (days),sigma (km/s),img_path,Name,Discovery,Discovery Date,Lens Kind,Lens Grade,Description,N Images,Einstein_R,Einstein_R quality,Stellar_v_disp,Stellar_v_disp_err,Ra(deg)_ml,Dec(deg)_ml,Alternate Names,isReal,Target
212.83166666666665,52.19138888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
21.189999999999994,3.8516666666666666,,,,,,,,,,,,,,,SDSS J0959+0410,SLACS,2006-02,GAL-GAL,A,Multiply imaged distant bulge and grand spiral arms.,2.0,0.99,SIE model,203.0,12.0,149.93361000000002,4.17139,Grand Design Source.,1,1
214.105,52.24194444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
214.40212499999996,52.44444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
211.60341666666665,61.444694444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
210.6175833333333,63.35925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
230.43679166666664,52.9135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
235.8370833333333,53.864444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
242.3081666666666,65.54138888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
247.55375,82.49972222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
247.7195833333333,82.50333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
271.9445833333333,45.99888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
21.184999999999995,3.8666666666666667,,,,,,,,,,,,,,,SDSS J0330-0020,SLACS,2008-08,GAL-GAL,A,Re-discovered in the GEMS survey,2.0,1.1,SIE model,242.0,30.0,52.55052,-0.34775,15422,1,1
293.6289583333333,50.42322222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
294.6049583333333,66.8145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
29.672666666666665,-43.417833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
3.595917,-30.352721999999996,B1030+074,1.54,0.60,158.392,7.190416666666667,0.022000000000000002,I=19.41/2,I=20.02,,2,1.65,,,"['B1030Vcc.gif', 'B1030.gif', 'B1030V.gif', 'B1030Icc.gif', 'B1030Hcc.gif', 'B1030I.gif', 'B1030H.gif']",,,,,,,,,,,,,,,1,1
3.6094169999999997,-30.382194000000002,B1152+200,1.019,0.439,178.82624999999996,19.66172222222222,0.031,I=16.53/2,I=19.26,F5=76,2,1.59,,,"['B1152Vcc.gif', 'B1152Icc.gif', 'B1152Hcc.gif', 'B1152V.gif', 'B1152H.gif', 'B1152I.gif']",,,,,,,,,,,,,,,1,1
12.424541666666665,-27.873805555555556,APM08279+5255,3.87,0.32,127.92329166666667,52.75472222222222,0.05,I=14.55/3,I=18.63,F5=48,3,0.38,,,"['APM08279Kcc.gif', 'APM08279I.gif', 'APM08279Icc.gif', 'APM08279Vcc.gif', 'APM08279V.gif', 'APM08279K.gif']",,,,,,,,,,,,,,,1,1
12.615958333333333,-17.66911111111111,B0218+357,0.96,0.68,35.27284583333333,35.93716111111111,0.068,I=19.28/2,I=20.06,F5=1209,2ER,0.34,10.5±0.4,256±19,"['B0218V.gif', 'B0218I.gif', 'B0218.gif', 'B0218Vcc.gif', 'B0218Icc.gif', 'B0218Hcc.gif', 'B0218H.gif']",,,,,,,,,,,,,,,1,1
23.648625,-9.517472222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
26.318749999999998,-9.754722222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
26.73337065,-9.49791496,HDFS2232509-603243,1.66,0.41,338.21208333333334,-60.54527777777778,0.027999999999999997,I=16.53/2,I=18.97,,4?E,0.9,,,"['HE0047I.gif', 'HE0047Icc.gif', 'HE0047V.gif', 'HE0047H.gif', 'HE0047Hcc.gif', 'HE0047Vcc.gif']",,,,,,,,,,,,,,,1,1
ra,dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
