25,52.75472222222222,1,APM08279+5255,127.92329166666667
105,9.163992,2,,9.271704
38,1.723138888888889,1,SDSS1011+0143,152.872875
16,-33.43958333333333,1,HE0512-3329,78.54491666666665
12,-27.948027777777778,1,J0332-2756,53.159249999999986
123,0.6662100000000001,2,,43.18838
2,3.8666666666666667,1,HST01247+0352,21.184999999999995
146,4.17139,2,,149.93361000000002
102,-30.382194000000002,2,,3.6094169999999997
117,-5.2248211,2,,34.4049225
136,-0.9980139000000001,2,,136.03320300000001
109,15.00903,2,,17.390539999999998
29,52.99134166666667,1,SBS0909+523,138.254375
55,-0.10055555555555556,1,SDSS1226-0006,186.53374999999997
54,9.907111111111112,1,Q1208+101,182.73816666666664
76,82.49972222222222,1,HST16302+8230,247.55375
61,-22.95636111111111,1,Q1355-2257,208.93074999999996
122,-8.42670704,2,,41.64207561
104,-0.93071,2,,7.2824
108,-17.66889,2,,12.6155
85,50.42322222222222,1,B1933+503,293.6289583333333
19,36.57880555555556,1,B0739+366,115.71333333333332
3,3.8516666666666666,1,HST01248+0351,21.189999999999994
110,-11.153244,2,,30.54375
139,0.48366000000000003,2,,138.02212
124,-0.34775,2,,52.55052
90,-47.39527777777778,1,WFI2033-4723,308.4253333333333
59,1.3015277777777778,1,LBQS1333+0113,203.89495833333334
135,50.47204106,2,,135.89561203
22,20.108861111111114,1,SDSS0806+2006,121.59874999999998
125,-27.948110999999997,2,,53.15920799999999
98,5.460111111111111,1,B2319+052,350.41999999999996
32,26.587249999999997,1,FBQ0951+2635,147.84404166666667
115,-4.0841055,2,,33.5467033
130,32.261194,2,,114.40166699999999
106,1.2201799999999998,2,,11.012080000000001
51,63.772777777777776,1,SDSS1155+6346,178.82229166666664
56,62.20611111111111,1,HST12368+6212,189.20416666666662
