bestObjId,z,ra,dec,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z
1237679436132319431,2.397817,7.34993789999999,-1.5265035,3.552886,6.027328,7.229195,6.435524,7.973299
1237664289397276767,2.397817,198.44214,13.612677,4.995857,7.435847,8.375041,8.581858,9.416149
1237678790280872335,2.397817,26.787395,25.682837,2.584665,1.446091,1.328093,1.165783,2.364348
1237654381980746067,2.397817,146.84894,56.240115,2.595194,2.174226,1.928845,2.057353,2.596943
1237650370471723243,2.408186,156.68853,-2.3502114,12.10555,16.86959,14.73416,13.53345,15.05185
1237655126620307720,2.408186,185.5866,6.0364309,6.986017,12.48068,12.21432,11.79397,13.4264
1237655504033219316,2.408186,254.47792,38.383445,5.684075,8.561313,9.044245,8.705009,9.834384
1237656242777751886,2.408186,348.22985,15.028787,0.9225217,2.359125,3.760144,3.310283,5.790804
1237661353776840975,2.411144,167.29052,56.687868,0.7383803,2.393698,2.973831,3.38969,5.454321
1237665226769367244,2.411144,187.06972,32.480315,2.48441,4.610335,4.908618,5.54643,7.679579
1237678806918365712,2.411144,15.807249,33.969784,0.7927682,2.138343,2.361844,2.341316,2.715142
1237657627918663886,2.411144,185.16882,51.44739,2.870481,5.47381,6.095596,7.348063,10.85739
1237665129616507092,2.4261,181.66325,35.838855,1.977342,3.740562,4.604183,5.309794,8.43474
1237667736124129706,2.4261,196.60126,22.90673,4.992184,8.277369,10.83226,14.97188,24.77225
1237656496185737874,2.4261,356.0415,15.26963,1.960209,3.15439,4.050603,4.004987,4.046762
1237659149388349692,2.4261,230.82964,49.846607,3.28585,3.438782,3.299435,2.856922,3.369716
1237650371020915359,2.428467,184.85561,-2.1229705,1.400903,1.388018,1.193835,1.015744,1.549817
1237680092723020250,2.428467,336.95094,16.112727,-0.4027399,3.061432,4.668742,5.044432,5.794857
1237658312944845115,2.428467,202.22308,59.658379,2.90847,4.021866,5.186024,5.05763,5.280839
1237680276872167648,2.428467,4.24156040000003,27.62566,1.443714,1.731886,1.647343,1.79294,2.534426
1237666407918403961,2.428467,29.40412,-0.13856675,1.454897,3.755429,6.55827,8.078413,11.82416
1237661957219811650,2.428467,197.12493,50.743584,1.043223,2.54335,2.625255,3.211948,5.041373
1237678661427004073,2.431626,6.93481789999998,4.6601673,3.043656,3.037595,3.00045,2.745676,3.598425
1237662238553538962,2.431626,216.02109,9.2321402,2.5685,5.191849,5.439555,5.644912,6.909757
1237662662684573843,2.431626,248.98191,20.084502,2.945708,3.229391,3.366477,3.825012,5.443046
1237663480336941395,2.431626,343.36473,0.92431384,3.834514,6.254461,7.453018,7.839706,10.70362
1237666215142949012,2.439537,17.507183,12.750839,15.62759,20.74158,25.53593,25.20256,28.18668
1237668332573098477,2.439537,239.21533,10.714112,7.617145,9.725572,11.59091,11.30899,13.31618
1237667914344956222,2.439537,180.93354,19.032561,1.669251,3.060532,2.705326,2.795138,4.274312
1237665548354060952,2.439537,217.81378,22.940358,1.493612,2.631541,2.324345,2.385903,3.60172
1237679319626482115,2.440329,0.667238899999973,10.692772,1.784812,3.385279,4.06711,4.929143,7.467301
1237655465385001313,2.440329,211.96155,60.188052,4.734138,4.478428,6.756786,7.634575,9.140558
1237667442973343876,2.440329,190.84015,27.270964,6.282357,8.740751,10.34588,10.93345,14.87947
1237662194538250451,2.440329,219.34407,37.013095,0.8823575,1.636997,2.099036,2.308342,3.014121
1237665564993913152,2.452994,208.23067,22.284333,5.645807,8.51457,8.30135,8.508715,11.18893
1237667486456676464,2.452994,139.42146,18.349104,11.86288,15.11998,16.15165,15.60133,18.36955
1237678617404375896,2.452994,329.27156,0.79505359,0.6421498,0.9851518,0.9635772,0.7641317,1.161115
1237667781739217639,2.452994,133.22216,13.679725,0.9148381,2.115893,2.226621,2.347283,4.692008
1237666215144259907,2.464176,17.739307,15.71355,3.630209,6.187913,8.218575,8.34101,10.32195
1237664814988263719,2.464176,205.28229,5.0707108,1.648298,2.999423,3.360327,3.236426,3.943084
1237680075545444756,2.464176,28.663367,25.927452,2.900004,4.026665,6.255858,7.268215,9.740897
1237663239272268144,2.464176,41.955066,0.63005368,2.510089,3.393796,4.433179,4.669164,5.678425
1237663918414692569,2.468966,120.20055,55.394476,9.129722,13.07626,17.90276,20.73715,26.36088
1237658611439567374,2.468966,155.20932,44.80664,2.465115,1.193024,1.505397,1.602863,2.22053
1237653616933929005,2.468966,159.61986,59.178351,6.579388,9.4588,11.10999,11.14486,11.9237
1237680247344202334,2.468966,342.83282,19.470073,1.586817,2.246213,2.684906,2.472812,2.45713
1237662307816964403,2.475362,253.85491,19.617974,5.598425,8.23331,10.66964,10.82928,12.26338
1237665128000323804,2.475362,166.422,33.171356,1.14674,1.405838,1.844957,1.918559,2.310878
1237680326804636299,2.475362,347.01949,30.027808,4.093277,6.382596,8.073412,8.268626,9.243588
1237661388142739829,2.475362,217.60519,53.81371,3.835135,2.803178,2.926502,3.153438,5.041248
1237663917340492303,2.498646,120.48493,54.15948,4.898019,6.795068,9.92919,9.380791,10.54833
1237664291550003512,2.498646,210.86139,14.239293,2.187972,4.723178,5.055099,5.309788,6.514603
1237666434187657724,2.498646,334.07778,22.112158,11.08635,12.26958,15.55822,14.76096,16.56214
1237661387067687016,2.498646,212.26729,54.17326,19.56764,29.9958,41.16639,44.44725,53.4595
1237679438275281565,2.499452,29.663923,-7.5349715,1.429273,1.574861,1.741327,1.320957,1.360956
1237657630602821910,2.499452,184.54528,53.516096,3.056209,3.791471,4.343811,3.98323,5.293512
1237667111182926193,2.499452,135.51924,21.308335,6.455745,9.337022,12.55893,12.11235,13.4466
1237678860084183056,2.499452,4.56718160000003,13.140008,27.26423,35.66327,40.23556,40.30816,46.64706
1237661388684460571,2.499452,232.64545,47.966596,1.59867,3.419589,3.391762,2.742534,3.361919
1237667321643204836,2.505097,176.9516,26.07436,5.60216,6.845478,8.046805,7.435145,8.574718
1237653612647219496,2.505097,138.3048,52.111356,0.7551255,2.957744,4.2185,4.219994,3.794145
1237661433779978552,2.505097,212.26367,43.556646,-0.1750305,2.399705,3.318268,3.584284,4.578116
1237661871326167065,2.505097,173.49183,43.350895,44.04702,44.80759,46.71688,44.44724,45.81838
1237651250950504620,2.507519,135.45884,54.140832,4.58878,5.554389,6.394526,7.96109,11.7531
1237661362371035308,2.507519,200.05702,47.00037,2.483665,7.177302,7.976842,7.841976,9.261122
1237671140936253659,2.507519,167.53471,-15.840871,5.077215,7.989943,9.500739,9.266784,10.56081
1237655468060246513,2.507519,224.28225,1.1544297,2.665354,4.052639,8.716398,11.73952,14.35335
1237663783663501616,2.52858,6.82047779999999,-0.29058762,2.301946,3.775549,3.880471,3.264711,7.007539
1237667255624728891,2.52858,180.52883,31.107151,2.534136,1.745494,1.842466,1.808173,2.186928
1237665565541597467,2.52858,233.79569,16.587226,1.269989,1.503759,2.148923,2.157702,3.340609
1237655499201511547,2.52858,204.04436,-1.9513952,9.319292,14.63467,17.74627,19.28345,26.47311
1237657069553123640,2.532645,37.994141,-0.95364687,4.459766,5.722413,7.209836,7.30769,6.270955
1237680066953085107,2.532645,333.02616,-3.4421617,4.227136,8.901116,12.45233,13.22526,17.06292
1237667292656828683,2.532645,149.15298,22.493858,4.351931,2.014347,1.544852,0.9235284,0.4373154
1237667444578910289,2.532645,177.73041,28.392116,5.400087,7.37594,8.284153,8.47543,10.05188
1237680477654810869,2.532645,355.7942,31.598671,30.47329,36.71091,39.76446,36.12576,33.5903
1237657630589714585,2.536715,140.48612,44.035918,6.688229,10.73379,13.22325,13.18751,14.66239
1237649921117585432,2.536715,25.357502,15.105853,1.33567,3.016954,3.386554,3.249361,4.79489
1237667293187801459,2.536715,135.30358,18.757729,3.629241,6.298924,11.21269,15.5966,23.43198
1237665097922642083,2.536715,133.29042,23.415112,12.82081,14.96503,12.04515,9.588167,9.768175
1237671935506776931,2.537529,257.5084,35.786167,2.253229,2.333401,2.754344,2.780015,3.171848
1237669772448891016,2.537529,31.474003,-5.1094306,8.306003,15.22346,18.15434,17.41595,21.43948
1237678585185698233,2.537529,25.541269,24.231899,3.83195,5.867698,6.405601,5.985785,6.153072
1237665129074196702,2.537529,166.61014,34.092358,1.75857,2.020052,2.701819,2.497487,2.777039
1237678918056870379,2.558771,359.37344,11.270575,1.853408,1.655701,2.043778,2.440526,2.589286
1237661465449922960,2.558771,237.10964,34.734979,1.973044,1.551233,2.204767,2.189355,2.680954
1237662474233250180,2.558771,247.94255,28.51511,4.729765,7.988601,11.5988,14.30725,18.35948
1237663542604334029,2.558771,319.14291,-0.53551768,1.560023,2.290238,2.885079,2.908171,2.559744
1237653664182829322,2.55959,144.80656,1.4589662,4.331114,5.371984,6.144864,5.362953,6.861443
1237664673258668138,2.55959,211.72435,34.560381,14.71455,26.42267,37.28466,44.40338,61.76447
1237651539797082487,2.55959,236.92281,57.093865,2.893555,2.934204,3.655008,3.842511,5.644289
1237680241457037387,2.55959,15.218636,-8.1104996,7.956369,6.893775,8.580098,9.158605,12.1012
1237679440424927701,2.55959,34.493154,-5.6500794,0.8853796,2.681264,4.004359,4.928685,6.767062
1237680505042371583,2.563691,339.58986,33.04165,1.778366,3.993322,4.773065,5.006746,6.483412
1237651754551476687,2.563691,189.85366,2.9512884,1.627199,5.519701,11.27678,14.50091,19.99832
1237658192147513546,2.563691,125.16194,31.007412,21.00966,25.88183,26.2684,27.36747,34.22007
1237662306187673791,2.563691,209.85127,39.470653,12.30391,15.34895,15.27292,13.6844,15.26952
1237678889056076018,2.563691,21.970163,-2.7185811,1.76945,2.807315,2.27845,2.679156,2.68294
1237665355082236154,2.565332,245.85315,33.180498,24.07084,57.82663,81.27981,113.2462,169.1903
1237661070332461290,2.565332,174.33932,15.323231,3.241496,3.83063,4.576296,5.179695,7.773895
1237665570374877561,2.565332,260.53365,34.255588,11.71734,14.46926,17.04912,18.78709,22.80696
1237662301903126793,2.565332,229.24116,42.820176,0.5843038,2.416286,3.831535,4.382524,6.195541
1237658298994197308,2.579316,151.76189,5.9209322,0.9206805,1.541385,1.897318,2.48957,2.503103
1237665442052112921,2.579316,193.53694,29.757623,2.800801,2.825078,3.318814,3.265142,2.897521
1237680241457037387,2.579316,15.218636,-8.1104996,8.383567,7.08859,7.674024,8.820085,15.5642
1237662306740535800,2.579316,248.21229,22.672113,5.474798,10.06537,10.72077,10.32981,11.48086
1237657591929504030,2.58014,166.82299,54.837156,0.9795003,2.510129,3.112727,2.94265,2.939671
1237659131672723767,2.58014,219.39787,49.165718,2.778134,3.740644,4.367297,4.376686,5.583209
1237679478553051405,2.58014,22.245312,22.373695,1.908326,3.027053,3.879768,3.896713,4.830387
1237659162816872820,2.58014,251.54595,32.299242,7.169222,11.60551,14.65517,15.13172,18.15112
1237678879939232163,2.58014,342.45518,-2.9287607,1.375717,1.949456,2.607823,2.909427,3.635201
1237657776075375101,2.592527,124.82269,33.906059,-0.3924447,0.8508511,0.8075179,0.6535323,1.178818
1237680070177390893,2.592527,24.845533,23.583122,2.445337,3.837947,5.267327,6.416986,9.326539
1237661871341306014,2.592527,219.29368,38.389184,15.35724,22.07649,28.10091,34.35187,45.25346
1237665571441541606,2.592527,251.55085,48.877838,4.816628,8.234375,10.84551,11.01419,14.15782
1237678876708242585,2.593354,318.75099,8.905677,3.061328,6.319684,9.928506,11.39071,15.41468
1237678881025688109,2.593354,11.555991,-2.1906678,3.463067,4.480392,4.764915,4.34952,4.516055
1237678617434587261,2.593354,38.291074,0.84054834,8.667521,10.21651,9.391126,8.911687,11.13495
1237661139030704360,2.593354,145.34672,36.1166,3.576966,3.78221,4.094304,4.151132,5.395152
1237651754554294469,2.608278,196.27373,3.0547263,7.375863,24.6676,37.37266,47.09203,60.50335
1237678881567211805,2.608278,22.218776,-1.6356106,2.832189,3.332086,4.451847,5.591435,6.27017
1237668727161749852,2.608278,258.3637,44.37103,12.01101,27.11454,31.8185,39.16766,60.41866
1237680277945712968,2.608278,3.66838819999998,28.355114,7.46423,14.38299,20.60871,24.02642,24.42997
1237666301627072636,2.611603,45.131424,0.64229,23.06317,29.80733,40.72554,45.03927,49.03752
1237663784213676145,2.611603,37.15037,0.16089822,30.92018,37.1256,40.9924,41.81208,46.47446
1237663784213676145,2.611603,37.15037,0.16089822,27.64589,33.78585,39.23678,42.35263,47.87234
1237663784213676145,2.611603,37.15037,0.16089822,43.03072,40.80449,34.07608,28.32241,26.29826
1237663784213676145,2.612435,37.15037,0.16089822,21.48005,38.27455,51.84128,60.6482,72.59256
1237663784213676145,2.612435,37.15037,0.16089822,23.89954,31.51222,41.59414,47.119,56.30188
1237663784213676145,2.612435,37.15037,0.16089822,18.27688,33.58318,43.68504,47.20653,54.12132
1237648722312102122,2.612435,197.45484,0.81112098,19.14464,27.03854,29.60596,29.6833,32.25795
1237651752388395245,2.619095,154.09319,0.91155859,1.520501,3.447462,4.163314,3.857843,3.829523
1237668584359723291,2.619095,170.39388,16.114216,5.791475,6.494692,8.91125,9.803303,11.43096
1237665016311120185,2.619095,161.51422,32.562709,5.487488,7.51267,8.199753,7.677753,8.624148
1237680243063521390,2.619095,5.72170019999999,-6.8905301,10.97282,13.76659,14.29125,12.09451,13.28722
1237657401347080469,2.619095,142.76153,46.403659,10.50756,17.14537,25.31392,35.1491,50.6737
1237679322856161663,2.629109,23.127037,-5.0022252,7.996483,11.22483,11.67226,9.288418,6.272961
1237679319627727468,2.629109,3.52950900000002,10.648865,2.429307,2.235336,2.435499,2.330929,2.058544
1237680305324491517,2.629109,337.57752,23.898894,8.802775,2.51138,3.86847,3.956348,6.966647
1237665428091044136,2.629109,198.25093,28.817812,2.569921,3.741697,4.957384,5.757867,6.794763
1237679006095900920,2.629109,349.39166,5.2501991,3.759471,6.102311,8.135309,8.665297,8.932497
1237662225682727124,2.629109,198.68305,39.707899,3.408829,2.273494,2.392184,1.978976,2.26131
1237678660900487340,2.636637,30.569667,3.8390204,4.649723,6.20038,8.611716,9.791979,11.92879
1237658493343040194,2.636637,156.77112,9.3547984,0.8756675,1.74028,2.267405,2.187478,2.901635
1237661388678496481,2.636637,214.03383,55.153322,8.31471,11.7474,13.95433,14.54126,16.64917
1237657590319481068,2.636637,169.62621,53.996519,5.275365,3.574661,4.18231,4.533243,5.604502
1237651539798655274,2.638313,241.16858,54.468715,8.729285,9.975778,9.190206,7.4333,7.1283
1237661958834815228,2.638313,212.92712,49.241713,3.201155,2.824606,3.216875,3.469349,4.048688
1237659936437764933,2.638313,4.46625599999999,35.573467,-0.001585491,1.313483,2.171145,2.972713,4.05559
1237657630049042872,2.638313,131.60267,38.449337,0.8801438,1.283533,2.080736,2.361296,2.626793
1237661361302143153,2.645021,214.92516,43.029498,3.55989,4.9631,5.552755,5.648655,6.191909
1237678920198848913,2.645021,346.39934,12.44361,2.259122,2.58074,2.727705,2.823055,2.707114
1237680326801031978,2.645021,337.88945,28.321239,4.778571,6.476039,9.177656,11.73105,12.95578
1237665129616900365,2.645021,182.75207,36.009561,3.220235,3.334293,3.794683,4.085105,5.325114
1237678595940483345,2.654265,354.25515,1.4924455,4.562056,6.841679,7.71025,8.220725,13.60932
1237678617950880033,2.654265,351.21525,1.7277068,3.714388,4.57467,4.891921,4.239753,4.814236
1237678860621447420,2.654265,5.49184489999999,13.554442,3.592176,6.0486,8.223845,9.741246,11.17708
1237672796106981935,2.654265,1.99401519999998,-4.6197557,1.519692,2.755235,3.74171,4.004214,4.411806
1237651252580122969,2.65679,222.06086,61.125153,2.494701,5.953539,8.892978,10.0882,11.21379
1237661433236226247,2.65679,190.30729,46.34655,1.612076,2.130901,2.705256,3.412024,3.939027
1237661872933240920,2.65679,162.26273,42.757639,4.438923,9.472784,13.06111,13.99379,15.67697
1237666407382385054,2.65679,31.251382,-0.48403863,0.4866282,1.119518,2.216103,3.02098,4.013691
1237662306190098670,2.68553,216.4801,37.650199,6.974213,11.29292,16.28948,21.55475,25.52129
1237661951338021182,2.68553,207.82617,12.707563,2.178808,2.720264,3.696845,4.160759,5.653838
1237680305858937288,2.68553,331.62327,22.95632,9.038175,13.63696,17.72154,20.61055,25.84988
1237659326026285648,2.68553,240.79924,44.774373,3.439057,3.810839,4.164699,4.048009,3.56691
1237654390570811731,2.686379,129.51285,47.307595,4.366932,5.595571,6.686368,7.914649,10.8992
1237668298220699829,2.686379,224.62924,15.710494,5.209358,8.927462,10.69067,11.69958,12.43818
1237678920740831394,2.686379,358.41917,13.418612,6.314183,10.78141,12.84772,14.78473,16.96626
1237664852569686117,2.686379,213.29414,33.477718,16.77991,19.6841,20.09491,19.93416,21.41969
1237669681720459799,2.689776,350.04557,8.0766213,2.153414,3.382643,4.90914,6.286969,7.494769
1237673807580627672,2.689776,120.17738,17.907794,3.0705,6.768524,9.966822,11.06107,12.47511
1237661068167479877,2.689776,133.96162,8.4468916,1.000969,2.460241,3.585199,4.279765,6.528496
1237662530061533443,2.689776,203.46429,14.453263,7.285642,10.6651,15.80766,17.51913,17.95807
1237666186169942382,2.709369,332.95749,11.308841,6.668013,9.80999,11.11677,12.03284,12.55235
1237663786883416244,2.709369,124.0818,55.303243,14.22829,23.36551,26.71004,27.25246,30.55413
1237659163351056678,2.709369,246.94334,37.119552,8.931602,14.07356,17.12852,18.36992,20.85147
1237667782812566361,2.709369,132.0992,14.153297,1.052107,4.665582,11.04545,16.72045,22.14888
1237663784209285499,2.71792,27.104238,0.044305808,1.897261,1.672385,1.860974,1.541173,1.299147
1237658304886341885,2.71792,147.32222,55.227997,2.04136,3.461787,4.684773,4.094193,4.388118
1237661872948052323,2.71792,208.95926,42.463093,2.286639,3.177729,4.112196,4.292145,4.652059
1237662534359712350,2.71792,236.18391,9.7236109,2.360841,3.698059,4.106743,6.114562,8.46679
1237667211064639617,2.733361,180.61793,29.681849,11.10797,19.06881,20.55601,23.28283,28.74001
1237660339089965362,2.733361,44.008602,-0.011792,1.049802,3.974114,8.207288,10.52607,11.19816
1237678617942622882,2.733361,332.4392,1.4480497,2.693441,2.979877,3.235965,3.604085,3.600923
1237679005559292381,2.733361,349.93317,4.9610369,3.231923,5.832308,7.767111,7.915939,8.330572
1237665534928421014,2.751457,233.91822,21.643496,6.840345,12.00062,15.52146,14.78771,18.12359
1237654880733758203,2.751457,207.55354,4.9724077,0.392286,1.203846,1.719269,1.604481,1.574336
1237672765515629057,2.751457,348.59403,21.838787,0.2683548,1.204884,2.360056,3.237362,3.996302
1237680305867653649,2.751457,353.19929,26.450611,4.948988,7.883258,10.78902,11.46878,12.83154
1237658204508258578,2.865449,173.63031,49.297544,0.9005171,1.513303,1.303945,1.650478,1.965691
1237658304889225475,2.865449,158.00408,58.244434,4.135042,6.383176,8.848547,10.57397,10.10433
1237666216217543165,2.865449,16.758726,14.816729,2.186624,3.193867,4.090663,3.911159,2.90933
1237662335714722059,2.865449,231.53632,36.11292,0.927852,2.016535,2.139899,2.039966,1.952316
1237668273513627915,2.887765,213.57158,18.856017,7.077775,14.06751,21.21536,27.46492,31.1023
1237669697303478459,2.887765,345.5889,6.5495002,5.302544,7.048489,8.488528,9.719277,11.22946
1237648721228005572,2.887765,173.83499,-0.18154604,6.218936,21.05133,39.43182,49.80099,49.56514
1237662684682715379,2.887765,216.12964,33.399358,10.21654,19.26189,24.02723,27.18433,27.174
1237661386531602903,2.898522,214.8211,53.129061,1.257163,1.379029,2.350249,3.534272,4.06541
1237661386531602903,2.898522,214.8211,53.129061,1.787871,1.605277,2.664781,3.732877,3.758311
1237661386531602903,2.898522,214.8211,53.129061,0.458817,0.8712883,1.564349,2.058939,2.106625
1237661386531602903,2.898522,214.8211,53.129061,1.354453,1.158863,2.165415,3.141591,3.192172
1237671267107799661,2.90571,190.71269,1.1714914,2.367934,3.866483,4.556996,4.434411,3.447043
1237661816562122878,2.90571,196.83041,11.871908,7.951724,14.70132,18.8971,19.90713,19.56888
1237667911128580204,2.90571,181.08416,24.72181,5.43998,10.932,15.36458,17.14254,17.59667
1237666340797349928,2.90571,11.556424,1.073816,32.10621,43.11269,56.85895,65.54267,81.22026
1237651539799965916,2.90661,244.36599,52.08529,5.824458,10.53333,12.1518,12.24198,12.68076
1237661812266041857,2.90661,164.45204,11.4756,0.3179818,5.168871,6.800171,6.427046,6.83571
1237663785284600084,2.90661,30.718511,0.852173,5.134044,6.447379,7.927822,8.919143,9.167628
1237668706760918076,2.90661,250.75514,14.346156,0.8083161,2.060448,2.669451,2.512738,2.545741
1237657590855762102,2.914714,167.36536,54.004347,19.54288,33.72281,41.52188,42.09946,41.42449
1237655464848589091,2.914714,213.50359,59.566513,2.795402,6.471752,9.356986,10.67359,11.07269
1237651274032677026,2.914714,122.40252,49.645356,3.597221,7.295597,9.082384,10.45595,10.0263
1237667910067159605,2.914714,211.58371,21.416043,1.160906,4.884552,7.545296,9.635579,10.5075
1237661417139339421,2.94639,214.85187,53.387655,1.503785,1.327878,1.721133,1.661954,1.458504
1237679439351120054,2.94639,34.341011,-6.5275673,3.516844,8.206126,9.843038,9.276629,7.994387
1237661086951998977,2.94639,115.88429,18.26811,0.6742816,3.614582,5.208006,5.577865,6.087415
1237663547437613537,2.94639,120.96516,50.054966,0.705076,4.387258,7.420096,12.2958,15.67681
1237674289682318038,2.978323,119.58874,33.927263,3.814211,4.732889,6.211584,6.538617,6.414199
1237654881798455738,2.978323,186.74376,6.0976947,1.891542,4.270337,5.446818,5.167361,5.564002
1237671261204185316,2.978323,145.99242,13.703395,5.650088,11.20419,14.49473,16.74521,18.32248
1237664672713277646,2.978323,187.97844,37.06215,3.813533,6.153554,7.044559,6.894095,6.234197
1237657630579688090,2.994846,118.60864,29.075804,2.400007,5.568737,6.85856,7.284218,6.899582
1237650795145790148,2.994846,145.12545,-0.75834816,1.759585,5.799799,9.547855,11.12675,12.05127
1237652943699378479,2.994846,329.89981,12.7054,3.67699,8.396026,14.59755,16.50601,21.07379
1237661971186844211,2.994846,187.94287,7.1869308,1.148081,2.956392,4.696157,5.960842,6.583528
1237655468060574657,2.994846,225.1224,1.2041837,0.8261344,3.428886,3.881024,3.726774,6.462988
1237657770702864566,2.994846,131.03458,42.540807,15.88316,24.60673,31.95797,39.73305,41.95444
1237667736105975965,2.994846,151.95209,19.872666,8.697102,26.90342,39.53513,38.20465,37.32913
1237656567580984366,3.003133,325.78051,-0.69446726,1.85353,9.880279,15.33808,17.37436,18.76468
1237657189835080301,3.003133,8.27308799999997,-1.0201264,1.233875,2.668276,4.180787,4.528421,4.355358
1237664853651489256,3.003133,233.48296,27.400478,3.460929,5.588181,5.702269,5.730397,5.493902
1237662198290253018,3.003133,242.75561,6.0307153,2.357332,3.914333,5.684416,7.119859,9.460697
1237663784749957251,3.016058,35.907335,0.54184802,3.311854,8.785885,12.41268,14.72628,14.27007
1237656567047389851,3.016058,333.23436,-1.1810154,1.007618,2.931909,4.166007,5.358092,6.240622
1237658299520189722,3.016058,126.86694,4.0498129,1.612881,4.774112,6.522403,7.222541,9.056025
1237661434320323289,3.016058,222.26903,40.764471,1.719245,3.785198,5.437732,6.795322,8.662517
1237667781213684397,3.064433,159.68563,19.250323,-2.878699,0.7755077,1.149079,1.491461,0.7514777
1237651250947096920,3.064433,126.73441,48.424148,1.399021,4.34254,6.40412,7.173245,7.933658
1237665442062729314,3.064433,220.43423,25.3052,11.74485,19.58224,25.43324,27.31957,26.96702
1237661434848936844,3.064433,197.56134,47.211067,1.335492,2.325831,3.337634,3.307868,3.324462
1237678854161039815,3.082254,324.0879,7.1439723,2.996766,12.65296,20.18112,22.04352,20.67089
1237665227846123880,3.082254,195.26423,32.758162,1.38141,3.075668,4.403096,6.576272,9.191471
1237661358082097475,3.082254,187.75711,47.948188,0.4897034,1.89108,3.589681,4.332412,4.911201
1237666275273474511,3.082254,15.792656,24.775946,2.105612,2.296946,3.498149,4.220556,3.457074
1237662226211995868,3.082254,176.03462,40.53908,5.855262,7.802444,10.15933,11.18949,10.81299
1237661385993879682,3.111497,211.62822,53.464791,-0.1670957,1.197649,1.837661,1.795526,1.21114
1237660765910663285,3.111497,127.69162,29.552495,4.143069,10.2517,16.16547,20.31471,19.57242
1237657595683144530,3.111497,116.53285,31.061476,1.122398,2.547055,3.177579,2.391593,0.6661259
1237679581083533683,3.111497,26.973798,30.578651,0.007655106,2.751137,3.604579,6.00204,7.880174
1237657857678114880,3.115286,159.73905,50.452217,6.039733,22.10962,30.34597,32.01739,33.39922
1237651754549510268,3.115286,185.26753,3.058697,7.907032,19.19834,20.53302,18.10407,17.18333
1237678619035435907,3.115286,16.046366,2.5745463,0.7839895,2.299667,3.372937,3.512254,3.232127
1237659133817651474,3.115286,211.80668,53.033561,0.9989325,5.997253,7.752985,7.611764,8.7844
1237659133817651474,3.115286,211.80668,53.033561,0.8624789,5.427365,6.801127,6.453271,6.117878
1237658802029724007,3.151452,154.06602,50.920605,0.9180219,4.837486,6.595081,6.540043,6.937056
1237667212676170532,3.151452,183.04187,31.023858,2.352156,5.07397,6.737228,7.176105,7.528779
1237669762791376360,3.151452,322.67815,5.7437528,2.362105,5.739731,8.468599,10.02397,11.02626
1237661849849823370,3.151452,157.4747,40.669993,8.029447,18.22862,27.77054,33.89941,36.21032
1237664878881538719,3.165815,155.79791,33.812646,0.4984574,1.650283,2.572661,2.353583,2.143003
1237651537629610148,3.165815,142.20496,59.224387,2.254062,17.17235,25.68043,32.96946,26.07257
1237665129622733538,3.165815,199.21394,35.194418,-0.4274087,2.678058,3.53686,3.745647,4.44603
1237654653634019613,3.165815,118.18251,35.553096,5.863276,17.29518,24.04349,26.9792,27.76267
1237665128001896719,3.165815,170.62996,33.74194,-0.2965144,3.786581,5.19355,5.944825,5.923236
1237663783126106732,3.165815,5.59117709999998,-0.74862689,1.470686,7.049827,10.57832,11.74653,11.22005
1237665566078469009,3.168694,233.96153,16.905943,0.9929068,3.22851,5.516877,7.036626,8.058834
1237651192423253050,3.168694,114.08257,36.821293,3.597211,5.833449,6.595932,6.095942,1.640949
1237664292082680430,3.168694,201.04712,15.532534,0.4668579,1.831197,2.657886,3.464417,3.753496
1237651272441594283,3.168694,208.44356,65.347637,0.8691893,3.638335,6.348355,10.72259,11.43563
1237660413725966829,3.203393,143.03536,8.5471523,0.1937807,6.879313,10.30398,12.03793,13.84521
1237662662132302288,3.203393,212.9658,35.943004,0.2048389,2.252353,5.625395,7.397963,8.790614
1237662197748007355,3.203393,230.49534,7.7020321,1.78509,7.910127,14.94205,18.06652,19.74607
1237663654805963369,3.203393,110.95893,40.179648,0.3453191,2.223616,3.119213,2.872422,2.587499
1237653652917191014,3.214053,20.134844,15.140371,0.6207132,3.862456,5.223567,5.079886,4.652772
1237655130375848508,3.214053,248.34137,44.969431,0.3803908,3.538226,5.91912,7.236537,8.231361
1237659119862743290,3.214053,224.35571,47.885029,2.067857,14.61673,23.26865,25.75316,27.10633
1237657117873078601,3.214053,128.03718,37.371403,-0.1294676,2.225315,3.612157,3.968135,3.72523
1237657628985328334,3.238381,160.03957,49.33479,0.3625307,2.365165,3.797115,4.541223,5.006182
1237661385994272832,3.238381,213.07552,53.066324,5.015227,11.56501,16.323,18.63451,18.8278
1237679439353413830,3.238381,39.692104,-6.0380302,0.3707481,10.33129,22.30658,34.64473,36.9071
1237657191446020191,3.238381,8.9410876,0.38495328,0.9870102,9.189938,13.72408,14.43192,15.18709
1237661388142411939,3.259906,216.43052,54.105382,18.11213,56.33112,84.47088,107.5826,123.7377
1237655472896606984,3.259906,251.84865,36.473042,1.069452,2.082562,3.242617,3.772312,3.822742
1237660411038466573,3.259906,136.05918,5.6065788,-0.3054928,1.590389,2.632203,3.544088,4.106205
1237667551416418794,3.259906,158.64682,23.417128,0.1504254,3.239989,4.853436,5.314515,6.038237
