bestObjId,z,ra,dec,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z
1237666214610075927,2.25237,19.037344,21.799402,2.353584,3.124127,3.16799,3.121712,3.658005
1237660669283860905,2.256117,161.58737,10.810848,2.187001,3.859222,5.234014,5.238071,6.398128
1237679318016852123,2.256117,2.91006909999999,9.4423464,3.309277,5.421906,7.434289,9.248769,14.7034
1237680474973537679,2.256117,326.85363,27.326887,-0.4294455,1.239635,1.503821,1.730608,2.201533
1237658203963719944,2.256117,149.40257,43.531876,2.370349,3.284056,2.738732,2.046441,2.320533
1237651274032677168,2.257617,122.403,49.689843,1.885689,3.652807,4.14816,3.979159,4.148263
1237663784200700212,2.257617,7.4939597,0.19023817,2.971994,3.677783,3.659934,4.006237,4.544462
1237660615048953981,2.257617,173.50451,10.507683,11.35311,16.46665,17.85022,17.80983,22.13713
1237665226776379632,2.257617,205.88441,30.657292,2.176687,3.183592,3.680759,4.049699,4.843741
1237661353776775483,2.257617,167.12202,56.796952,1.061832,1.855708,1.779467,1.617175,2.043835
1237679454923391567,2.259868,355.9033,16.044329,1.632058,3.159068,4.589734,4.850841,6.082882
1237657589248884912,2.259868,182.01366,54.108423,6.761944,9.181131,10.58648,10.3258,11.90357
1237667485382738411,2.259868,139.18084,17.480567,-1.123502,-0.1827413,3.170679,7.876848,12.53263
1237679435060740318,2.259868,12.434587,-2.4297032,3.595161,5.376014,7.107403,7.297641,8.117837
1237661086953177631,2.266996,118.15341,19.823922,4.106318,6.456613,6.953266,7.307661,9.227799
1237667910585745572,2.266996,166.29669,23.121687,2.500083,3.626467,3.54686,3.912679,5.469103
1237660612902977723,2.266996,176.96171,9.0544396,1.831878,3.422601,3.93346,4.132411,5.372939
1237658614125756526,2.266996,159.85651,48.096105,14.93081,17.81929,14.82457,15.97515,21.30986
1237678879929139629,2.268202,319.39248,-2.2381946,7.100256,13.89793,15.85631,17.95959,22.35376
1237671765324399004,2.268202,190.40995,2.2763032,2.847928,3.832479,4.380858,5.223432,6.673424
1237671264423903716,2.268202,192.77261,2.1020065,-0.1818125,1.026196,0.74702,0.6575813,0.9048873
1237678597015732415,2.268202,357.68449,2.462235,4.509425,10.03233,11.24291,12.23489,16.29355
1237648721236787585,2.271147,193.87147,-0.0055035879,2.632642,4.562276,5.819314,5.395247,5.546284
1237678825176892226,2.271147,338.29381,4.5470364,1.031959,1.246837,0.9740216,1.140941,1.798463
1237680271500837389,2.271147,336.48125,19.550239,5.121705,8.370458,8.412224,8.95023,10.72129
1237660634387710628,2.271147,166.04456,45.025701,0.6566561,1.674534,1.482773,1.753654,2.288896
1237653614260977773,2.274051,146.77965,57.407197,11.21278,15.04077,16.52661,17.98456,22.01424
1237664092366307513,2.274051,139.3612,29.498557,5.333757,8.695904,9.508317,9.747401,10.7396
1237680285459612194,2.274051,22.050175,29.217773,0.9122016,1.475028,1.441329,1.038999,2.425486
1237661386531471606,2.274051,214.53221,53.298339,3.60023,3.374705,3.540932,3.170835,3.221462
1237651251522241254,2.28322,257.86844,33.131112,12.98509,16.58927,20.1045,22.57358,28.34619
1237664668426961237,2.28322,134.91872,28.149482,1.422121,2.242995,1.977682,2.019459,1.542303
1237665566073684642,2.28322,222.92336,20.135577,2.459222,2.48966,1.521648,2.205837,3.049335
1237665329312956575,2.28322,178.14918,31.576011,2.945627,2.722762,3.075535,3.330908,3.306866
1237665441514062066,2.287002,190.38181,29.502194,7.527478,8.71937,9.304692,9.350146,11.50399
1237678661978947820,2.287002,41.410044,4.1262966,3.037379,7.646869,11.85284,14.70675,21.03015
1237667783885455630,2.287002,129.89774,14.284368,15.92668,26.49671,34.6453,49.68501,70.69654
1237657595682357799,2.287002,115.25715,29.619961,4.570357,5.806319,5.082869,4.241619,2.896873
1237664106851992489,2.287002,149.03596,12.887317,0.3462611,1.146467,1.072631,1.124805,1.482257
1237658424618975914,2.287002,140.28912,6.0402449,3.303325,4.995279,6.13782,7.033149,8.620751
1237658298983973631,2.287002,128.37936,3.8932103,2.724555,3.118881,2.978627,3.497029,5.467607
1237678879421759758,2.295338,26.893502,-3.2712613,3.825313,6.129658,7.746972,7.869759,10.50917
1237655464308441692,2.295338,198.73811,61.518916,0.7343415,0.9270884,0.697579,0.6447213,1.08304
1237665225695494396,2.295338,186.80844,31.566313,2.224586,4.370765,3.616199,4.430137,6.274757
1237664871899463919,2.295338,147.67206,33.39905,3.097605,5.291609,6.604105,7.792721,11.42724
1237651755084087766,2.302935,180.00151,3.351477,1.130788,1.760648,1.709618,1.856459,2.214145
1237667550344839403,2.302935,164.20527,23.347214,3.624706,4.272174,4.966766,5.336666,6.459774
1237655106763817185,2.302935,169.59978,57.891131,2.422639,4.521358,4.21688,4.226633,5.564296
1237651192434721006,2.302935,138.85361,57.187108,2.492496,4.997594,7.607049,8.119962,9.968375
1237661150843764963,2.302935,202.9789,48.348451,2.314684,2.595887,3.020402,3.130654,3.53029
1237679254132752639,2.308263,30.148838,-4.5924457,1.677591,2.515835,2.651418,2.714551,2.465488
1237660634924122288,2.308263,164.56711,44.99637,3.774259,4.100935,5.109073,6.200533,8.556947
1237651250428117231,2.308263,199.95088,63.691398,2.406054,5.869955,7.025481,7.820298,10.68945
1237657627920826663,2.308263,193.11082,51.064748,7.336689,7.09473,9.088626,9.242501,10.55072
1237664294754910409,2.310549,189.17617,39.906782,5.751089,5.103158,5.492916,5.460255,6.995958
1237660669268590899,2.310549,126.62418,5.8753048,7.470186,12.23563,14.03374,14.05198,15.99691
1237667442435686566,2.310549,188.81605,26.930827,5.630042,9.192409,11.13766,11.10275,12.57696
1237657611260592330,2.310549,158.01706,53.82443,2.839401,5.068155,6.227045,6.27944,8.219724
1237652942099382737,2.324298,354.79829,13.913644,2.215699,3.28987,3.965167,4.217064,4.374343
1237653664720028229,2.324298,145.57794,1.8755092,1.072595,2.755915,2.292226,2.096618,3.359864
1237678542239433443,2.324298,358.75845,25.629074,1.636946,1.619199,1.785559,1.844801,2.172448
1237666276352983497,2.324298,30.281494,23.780841,1.554416,4.730511,4.820755,5.007548,5.668827
1237678859533025846,2.324298,331.32619,10.716007,6.977344,8.677602,11.68583,13.1445,16.47523
1237678596484432166,2.324298,10.47921,1.9726964,3.189177,3.608771,2.574841,1.779819,0.8767465
1237654627325313464,2.324298,118.47792,34.92696,1.197014,1.523314,1.444154,1.653775,2.24659
1237651271893975243,2.324298,150.87746,62.528344,9.870195,19.08283,22.46023,27.54226,35.20655
1237679324466184349,2.327362,21.703638,-3.7786869,4.476583,6.832894,9.13068,10.1436,14.63037
1237664093433562090,2.327362,124.60758,22.713343,2.937911,3.473314,3.624604,3.539613,3.955636
1237662268070953178,2.327362,220.77468,6.429004,5.889129,10.95287,12.00418,12.25806,14.72053
1237657591386407072,2.327362,145.96828,48.795757,9.092201,13.59401,15.31548,15.67875,21.11463
1237652900226138322,2.332729,34.445822,-9.0305668,2.09026,5.002283,6.334188,6.481545,6.887864
1237667912216150294,2.332729,215.70098,22.456008,2.33965,6.16364,9.66264,10.06277,11.21796
1237668288546013309,2.332729,153.46409,16.701994,15.4314,23.91287,28.37731,28.58385,32.36885
1237661971725877571,2.332729,193.0039,7.4331732,2.410216,4.649258,4.871161,5.897104,8.451432
1237651251509199016,2.339643,230.88896,56.467459,9.823399,14.48356,18.63698,20.55899,26.29514
1237661949717250624,2.339643,184.0236,12.331055,1.84225,3.348302,3.609767,3.29227,3.513474
1237662306203009171,2.339643,246.526,23.208477,-0.3178104,0.9777722,1.181768,1.705469,2.535866
1237660634384302510,2.339643,155.77901,42.548095,1.42628,1.305782,1.460869,1.289485,1.499169
1237660634921697499,2.339643,157.07288,43.340668,2.94092,5.396969,8.989259,10.74002,13.65018
1237670965376386729,2.34195,119.58271,8.7935475,0.7463054,1.188113,1.171606,1.268787,0.4353501
1237651540320190563,2.34195,168.41967,67.852491,0.8887936,4.808649,3.935624,3.603594,4.245084
1237671141482824040,2.34195,178.00179,3.7365011,3.567768,8.434005,10.39502,12.26331,16.23227
1237654601566257449,2.34195,156.53174,4.4718305,2.033603,5.842556,5.762764,6.998802,12.29019
1237665427557515730,2.34195,206.69977,27.246452,0.9663081,2.398129,2.65541,2.476539,2.331239
1237666275809820911,2.34195,14.526125,25.132443,4.679792,6.621011,5.706474,5.055817,5.66315
1237655463771111433,2.352741,196.39182,61.298338,28.03868,44.63102,52.04792,55.65168,66.9922
1237655691400511915,2.352741,215.57885,-2.8807108,2.711336,6.214474,8.309403,9.964568,15.20179
1237655742403117452,2.352741,213.20852,5.4078029,2.33391,7.023561,5.007316,5.506407,8.578509
1237661811195838700,2.352741,172.7537,10.995291,2.879119,5.223526,4.915322,5.347394,6.77677
1237680076082446982,2.352741,29.075376,26.43384,-0.2749156,2.306017,4.188695,6.466256,9.789392
1237661149769302200,2.352741,200.36946,47.883324,2.355988,1.468716,1.642871,1.621953,1.674451
1237663783140065920,2.355058,37.496441,-0.76629198,0.712546,0.7472348,1.020381,1.176429,2.253482
1237657071693660396,2.355058,22.089419,0.71335301,0.1506502,1.769986,2.127342,2.366452,2.681267
1237657192515306122,2.355058,358.85822,1.0660315,0.3384846,2.392106,2.911615,3.014418,3.489827
1237679318018556608,2.355058,6.9369901,9.3907174,0.1217852,1.917755,2.226698,2.607233,3.8278
1237680499138822799,2.355058,342.01235,32.005711,13.40935,25.35812,25.89157,25.23584,31.24624
1237661852006154324,2.355058,184.49519,45.728692,6.346694,10.75116,13.07425,13.55122,16.98154
1237657190910591187,2.358149,12.28029,-0.040258995,2.172624,3.116401,3.788403,3.576592,2.739932
1237661149765894348,2.358149,188.61115,48.754137,3.165086,6.63881,7.311744,7.792855,9.370776
1237661957226627448,2.358149,219.55685,45.759779,1.280691,2.752193,4.224468,5.860289,9.270366
1237658424627167856,2.358149,159.06982,7.3987373,1.654948,2.243414,2.506236,2.763141,5.928483
1237671934429954516,2.359696,252.0786,41.411733,1.5501,3.312518,3.358913,4.219187,5.990572
1237671934429954516,2.359696,252.0786,41.411733,1.36832,3.122493,3.162232,3.853915,5.619185
1237661850947354786,2.359696,228.38013,35.808051,6.679999,11.07754,12.24361,11.16134,12.36732
1237678905698287790,2.359696,335.70829,7.9519451,5.563396,9.865117,10.23442,10.88943,13.66716
1237654669198754033,2.359696,150.01855,-0.77656619,1.838191,3.829694,4.591721,4.132157,4.552348
1237660764830433921,2.370544,115.7122,19.551811,5.014502,8.505846,11.19067,12.10278,14.13583
1237654599956103586,2.370544,157.63908,3.2546152,2.020431,3.478611,4.754769,5.210408,7.599074
1237654599956103586,2.370544,157.63908,3.2546152,1.584565,2.670372,3.418154,4.003793,5.143749
1237673310430953956,2.370544,121.03862,42.456991,1.066469,2.922755,3.515766,3.974329,5.87499
1237671939797483653,2.370544,227.26124,57.498266,7.131516,11.87029,11.4574,11.32607,12.80423
1237661385994994099,2.370544,215.53383,52.485736,0.9052317,1.734771,1.459793,1.533846,2.318867
1237680272040067394,2.386102,342.15526,20.715879,14.19479,25.44538,35.60115,38.68573,45.32047
1237667254003958122,2.386102,154.3963,26.274178,2.705978,4.320243,4.272583,4.237488,4.872411
1237650371546906751,2.386102,160.01657,-1.4651451,6.488076,14.97989,17.60214,21.3713,30.75772
1237662238013522144,2.386102,208.72456,9.5058743,5.938292,5.713644,5.712949,6.00233,8.415067
1237649918433755362,2.386102,26.437401,12.922548,3.032096,4.740767,9.224442,10.05935,10.25171
1237668349745955178,2.388673,213.50933,15.677411,2.938228,5.594556,4.365288,4.604607,6.410375
1237671931209384248,2.388673,164.79072,9.3155522,1.476244,4.221161,3.921294,4.161714,5.461283
1237658491736359327,2.388673,165.91137,8.6836577,4.590745,13.46927,16.75055,16.9388,22.26684
1237659120932684246,2.388673,212.84327,52.698446,0.5198475,1.688902,3.017369,3.73422,4.73991
1237680247344923159,2.392345,344.56084,19.601921,1.56765,2.576436,3.932975,4.792338,6.07142
1237680332718473819,2.392345,12.059083,29.823784,0.8255019,2.055063,2.676418,2.924417,3.890306
1237665127988723836,2.392345,137.47243,24.88414,10.50737,23.20031,43.69985,57.98762,81.42962
1237651495220478384,2.392345,119.62771,44.242091,1.003978,2.609732,3.707369,3.674415,4.229485
1237678859526735384,2.392345,316.81322,8.7480477,2.038479,4.812817,5.971531,8.6948,14.10381
1237659154218942976,2.393126,248.50905,33.009211,5.182473,5.644493,5.960631,5.028599,4.959008
1237661872954999095,2.393126,227.94999,36.332702,10.94292,13.57471,18.14363,19.40309,22.01287
1237661382771016098,2.393126,142.45165,33.611367,1.849456,1.495457,1.325111,0.8299258,0.0225419
1237655107307897118,2.393126,200.99186,58.193584,0.5899372,1.975842,2.045025,2.142644,2.282172
1237678906789134738,2.395471,15.30099,9.9190543,0.6535726,1.9638,3.397871,4.297071,7.325362
1237678776860868866,2.395471,344.72918,4.234721,3.080738,1.20478,0.1712418,3.555609,5.367072
1237658203431698763,2.395471,164.37367,47.179134,1.209433,0.8978238,0.9143188,1.018115,0.7165232
1237660635465777282,2.395471,179.99189,47.195661,8.754993,10.66847,12.70353,12.52826,15.31355
1237658609294246497,2.395471,183.65091,62.425675,0.08386527,1.654431,1.300366,1.202438,1.19207
1237678880465748507,2.397817,318.84855,-1.882094,4.192724,7.769745,8.2698,8.403882,9.944154
1237678776867291336,2.397817,359.45228,4.4301786,2.775548,2.944131,3.373363,3.227598,5.391278
