bestObjId,z,ra,dec
1237680305331830996,2.227008,355.95418,26.236176
1237661417675555119,2.229206,212.76083,54.304901
1237648720152428883,2.229206,169.63721,-0.86869021
1237657855537905864,2.229206,186.43337,51.579806
1237679322325320107,2.229206,36.956113,-4.9904988
1237658801505566970,2.232213,202.13918,53.354948
1237679996629811726,2.232213,354.99573,-3.1527348
1237678906240991606,2.232213,349.23778,9.419606
1237654610145902882,2.232213,205.59235,63.541355
1237664670051926311,2.239664,172.09333,40.531786
1237657071157510465,2.239664,23.779896,0.39836127
1237680192042173198,2.239664,320.83914,-2.6318281
1237680444908045794,2.239664,329.50045,25.87974
1237658800970072314,2.239664,206.93285,52.178926
1237657632724746665,2.24041,141.55806,47.833556
1237678906782842911,2.24041,0.732278790000009,10.115592
0,2.24041,215.26651,52.620148
1237680243060244560,2.24041,358.14875,-7.0026454
1237648702979178883,2.243451,212.49115,-1.1939136
1237679317479916060,2.243451,2.78814449999999,8.9769586
1237664132094558423,2.243451,167.43214,14.544658
1237680272041050759,2.243451,344.55754,21.00485
1237668350829200118,2.244143,235.73181,12.309393
1237651190280815186,2.244143,124.414,45.373813
1237657628991554091,2.244143,182.07684,52.137271
1237661382772916364,2.244143,147.07959,35.602194
1237651752402485531,2.24489,186.35301,1.2918703
1237664852575650181,2.24489,228.23201,28.607949
1237662306203206402,2.24489,246.97626,22.900869
1237663278461026636,2.24489,351.79135,0.89248376
1237668289076920638,2.24489,139.53561,14.133779
1237666214610075927,2.25237,19.037344,21.799402
1237656495114354962,2.25237,1.61345799999998,14.596887
1237679502707786158,2.25237,358.84398,19.099155
1237666214610075927,2.25237,19.037341,21.799402
1237679318016852123,2.256117,2.91006909999999,9.4423464
1237658203963719944,2.256117,149.40257,43.531876
1237660669283860905,2.256117,161.58737,10.810848
1237680474973537679,2.256117,326.85363,27.326887
1237661353776775483,2.257617,167.12202,56.796952
1237651274032677168,2.257617,122.403,49.689843
1237663784200700212,2.257617,7.4939597,0.19023817
1237660615048953981,2.257617,173.50451,10.507683
1237665226776379632,2.257617,205.88441,30.657292
1237679454923391567,2.259868,355.9033,16.044329
1237679435060740318,2.259868,12.434587,-2.4297032
1237667485382738411,2.259868,139.18084,17.480567
1237657589248884912,2.259868,182.01366,54.108423
1237661086953177631,2.266996,118.15341,19.823922
1237660612902977723,2.266996,176.96171,9.0544396
1237667910585745572,2.266996,166.29669,23.121687
1237658614125756526,2.266996,159.85651,48.096105
1237678597015732415,2.268202,357.68449,2.462235
1237678879929139629,2.268202,319.39248,-2.2381946
1237671765324399004,2.268202,190.40995,2.2763032
1237671264423903716,2.268202,192.77261,2.1020065
1237660634387710628,2.271147,166.04456,45.025701
1237648721236787585,2.271147,193.87147,-0.0055035879
1237678825176892226,2.271147,338.29381,4.5470364
1237680271500837389,2.271147,336.48125,19.550239
1237653614260977773,2.274051,146.77965,57.407197
1237661386531471606,2.274051,214.53221,53.298339
1237664092366307513,2.274051,139.3612,29.498557
1237680285459612194,2.274051,22.050175,29.217773
1237665566073684642,2.28322,222.92336,20.135577
1237651251522241254,2.28322,257.86844,33.131112
1237664668426961237,2.28322,134.91872,28.149482
1237665329312956575,2.28322,178.14918,31.576011
1237667783885455630,2.287002,129.89774,14.284368
1237657595682357799,2.287002,115.25715,29.619961
1237658298983973631,2.287002,128.37936,3.8932103
1237658424618975914,2.287002,140.28912,6.0402449
1237664106851992489,2.287002,149.03596,12.887317
1237665441514062066,2.287002,190.38181,29.502194
1237678661978947820,2.287002,41.410044,4.1262966
1237678879421759758,2.295338,26.893502,-3.2712613
1237664871899463919,2.295338,147.67206,33.39905
1237665225695494396,2.295338,186.80844,31.566313
1237655464308441692,2.295338,198.73811,61.518916
1237655106763817185,2.302935,169.59978,57.891131
1237651755084087766,2.302935,180.00151,3.351477
1237667550344839403,2.302935,164.20527,23.347214
1237661150843764963,2.302935,202.9789,48.348451
1237651192434721006,2.302935,138.85361,57.187108
1237679254132752639,2.308263,30.148838,-4.5924457
1237657627920826663,2.308263,193.11082,51.064748
1237651250428117231,2.308263,199.95088,63.691398
1237660634924122288,2.308263,164.56711,44.99637
1237664294754910409,2.310549,189.17617,39.906782
1237660669268590899,2.310549,126.62418,5.8753048
1237667442435686566,2.310549,188.81605,26.930827
1237657611260592330,2.310549,158.01706,53.82443
1237678596484432166,2.324298,10.47921,1.9726964
1237654627325313464,2.324298,118.47792,34.92696
1237653664720028229,2.324298,145.57794,1.8755092
1237678859533025846,2.324298,331.32619,10.716007
1237651271893975243,2.324298,150.87746,62.528344
1237652942099382737,2.324298,354.79829,13.913644
1237678542239433443,2.324298,358.75845,25.629074
1237666276352983497,2.324298,30.281494,23.780841
1237664093433562090,2.327362,124.60758,22.713343
1237662268070953178,2.327362,220.77468,6.429004
1237657591386407072,2.327362,145.96828,48.795757
1237679324466184349,2.327362,21.703638,-3.7786869
1237652900226138322,2.332729,34.445822,-9.0305668
1237668288546013309,2.332729,153.46409,16.701994
1237661971725877571,2.332729,193.0039,7.4331732
1237667912216150294,2.332729,215.70098,22.456008
1237662306203009171,2.339643,246.526,23.208477
1237660634384302510,2.339643,155.77901,42.548095
1237660634921697499,2.339643,157.07288,43.340668
1237661949717250624,2.339643,184.0236,12.331055
1237651251509199016,2.339643,230.88896,56.467459
1237671141482824040,2.34195,178.00179,3.7365011
1237654601566257449,2.34195,156.53174,4.4718305
1237670965376386729,2.34195,119.58271,8.7935475
1237665427557515730,2.34195,206.69977,27.246452
1237666275809820911,2.34195,14.526125,25.132443
1237651540320190563,2.34195,168.41967,67.852491
1237655463771111433,2.352741,196.39182,61.298338
1237655691400511915,2.352741,215.57885,-2.8807108
1237655742403117452,2.352741,213.20852,5.4078029
1237661811195838700,2.352741,172.7537,10.995291
1237680076082446982,2.352741,29.075376,26.43384
1237661149769302200,2.352741,200.36946,47.883324
1237657192515306122,2.355058,358.85822,1.0660315
1237679318018556608,2.355058,6.9369901,9.3907174
1237680499138822799,2.355058,342.01235,32.005711
1237661852006154324,2.355058,184.49519,45.728692
1237663783140065920,2.355058,37.496441,-0.76629198
1237657071693660396,2.355058,22.089419,0.71335301
1237661149765894348,2.358149,188.61115,48.754137
1237657190910591187,2.358149,12.28029,-0.040258995
1237658424627167856,2.358149,159.06982,7.3987373
1237661957226627448,2.358149,219.55685,45.759779
1237654669198754033,2.359696,150.01855,-0.77656619
1237661850947354786,2.359696,228.38013,35.808051
1237671934429954516,2.359696,252.0786,41.411733
1237678905698287790,2.359696,335.70829,7.9519451
1237671934429954516,2.359696,252.0786,41.411733
1237660764830433921,2.370544,115.7122,19.551811
1237654599956103586,2.370544,157.63908,3.2546152
1237661385994994099,2.370544,215.53383,52.485736
1237654599956103586,2.370544,157.63908,3.2546152
1237671939797483653,2.370544,227.26124,57.498266
1237673310430953956,2.370544,121.03862,42.456991
1237650371546906751,2.386102,160.01657,-1.4651451
1237649918433755362,2.386102,26.437401,12.922548
1237662238013522144,2.386102,208.72456,9.5058743
1237680272040067394,2.386102,342.15526,20.715879
1237667254003958122,2.386102,154.3963,26.274178
1237659120932684246,2.388673,212.84327,52.698446
1237671931209384248,2.388673,164.79072,9.3155522
1237658491736359327,2.388673,165.91137,8.6836577
1237668349745955178,2.388673,213.50933,15.677411
1237651495220478384,2.392345,119.62771,44.242091
1237678859526735384,2.392345,316.81322,8.7480477
1237665127988723836,2.392345,137.47243,24.88414
1237680247344923159,2.392345,344.56084,19.601921
1237680332718473819,2.392345,12.059083,29.823784
1237661872954999095,2.393126,227.94999,36.332702
1237659154218942976,2.393126,248.50905,33.009211
1237661382771016098,2.393126,142.45165,33.611367
1237655107307897118,2.393126,200.99186,58.193584
1237678776860868866,2.395471,344.72918,4.234721
1237678906789134738,2.395471,15.30099,9.9190543
1237658609294246497,2.395471,183.65091,62.425675
1237658203431698763,2.395471,164.37367,47.179134
1237660635465777282,2.395471,179.99189,47.195661
1237678790280872335,2.397817,26.787395,25.682837
1237678776867291336,2.397817,359.45228,4.4301786
1237679436132319431,2.397817,7.34993789999999,-1.5265035
1237678880465748507,2.397817,318.84855,-1.882094
1237664289397276767,2.397817,198.44214,13.612677
1237654381980746067,2.397817,146.84894,56.240115
1237650370471723243,2.408186,156.68853,-2.3502114
1237655126620307720,2.408186,185.5866,6.0364309
1237655504033219316,2.408186,254.47792,38.383445
1237656242777751886,2.408186,348.22985,15.028787
1237657627918663886,2.411144,185.16882,51.44739
1237661353776840975,2.411144,167.29052,56.687868
1237665226769367244,2.411144,187.06972,32.480315
1237678806918365712,2.411144,15.807249,33.969784
1237656496185737874,2.4261,356.0415,15.26963
1237665129616507092,2.4261,181.66325,35.838855
1237667736124129706,2.4261,196.60126,22.90673
1237659149388349692,2.4261,230.82964,49.846607
1237661957219811650,2.428467,197.12493,50.743584
1237650371020915359,2.428467,184.85561,-2.1229705
1237680092723020250,2.428467,336.95094,16.112727
1237658312944845115,2.428467,202.22308,59.658379
1237680276872167648,2.428467,4.24156040000003,27.62566
1237666407918403961,2.428467,29.40412,-0.13856675
1237662662684573843,2.431626,248.98191,20.084502
1237663480336941395,2.431626,343.36473,0.92431384
1237662238553538962,2.431626,216.02109,9.2321402
1237678661427004073,2.431626,6.93481789999998,4.6601673
1237666215142949012,2.439537,17.507183,12.750839
1237668332573098477,2.439537,239.21533,10.714112
1237667914344956222,2.439537,180.93354,19.032561
1237665548354060952,2.439537,217.81378,22.940358
1237662194538250451,2.440329,219.34407,37.013095
1237667442973343876,2.440329,190.84015,27.270964
1237679319626482115,2.440329,0.667238899999973,10.692772
1237655465385001313,2.440329,211.96155,60.188052
1237667781739217639,2.452994,133.22216,13.679725
1237678617404375896,2.452994,329.27156,0.79505359
1237667486456676464,2.452994,139.42146,18.349104
1237665564993913152,2.452994,208.23067,22.284333
1237663239272268144,2.464176,41.955066,0.63005368
1237664814988263719,2.464176,205.28229,5.0707108
1237666215144259907,2.464176,17.739307,15.71355
1237680075545444756,2.464176,28.663367,25.927452
1237663918414692569,2.468966,120.20055,55.394476
1237658611439567374,2.468966,155.20932,44.80664
1237680247344202334,2.468966,342.83282,19.470073
1237653616933929005,2.468966,159.61986,59.178351
1237662307816964403,2.475362,253.85491,19.617974
1237665128000323804,2.475362,166.422,33.171356
1237680326804636299,2.475362,347.01949,30.027808
1237661388142739829,2.475362,217.60519,53.81371
1237663917340492303,2.498646,120.48493,54.15948
1237666434187657724,2.498646,334.07778,22.112158
1237661387067687016,2.498646,212.26729,54.17326
1237664291550003512,2.498646,210.86139,14.239293
1237667111182926193,2.499452,135.51924,21.308335
1237678860084183056,2.499452,4.56718160000003,13.140008
1237661388684460571,2.499452,232.64545,47.966596
1237679438275281565,2.499452,29.663923,-7.5349715
1237657630602821910,2.499452,184.54528,53.516096
1237661871326167065,2.505097,173.49183,43.350895
1237653612647219496,2.505097,138.3048,52.111356
1237667321643204836,2.505097,176.9516,26.07436
1237661433779978552,2.505097,212.26367,43.556646
1237671140936253659,2.507519,167.53471,-15.840871
1237655468060246513,2.507519,224.28225,1.1544297
1237651250950504620,2.507519,135.45884,54.140832
1237661362371035308,2.507519,200.05702,47.00037
1237665565541597467,2.52858,233.79569,16.587226
1237655499201511547,2.52858,204.04436,-1.9513952
1237667255624728891,2.52858,180.52883,31.107151
1237663783663501616,2.52858,6.82047779999999,-0.29058762
1237657069553123640,2.532645,37.994141,-0.95364687
1237667292656828683,2.532645,149.15298,22.493858
1237680066953085107,2.532645,333.02616,-3.4421617
1237667444578910289,2.532645,177.73041,28.392116
1237680477654810869,2.532645,355.7942,31.598671
1237657630589714585,2.536715,140.48612,44.035918
1237649921117585432,2.536715,25.357502,15.105853
1237667293187801459,2.536715,135.30358,18.757729
1237665097922642083,2.536715,133.29042,23.415112
1237671935506776931,2.537529,257.5084,35.786167
1237665129074196702,2.537529,166.61014,34.092358
1237669772448891016,2.537529,31.474003,-5.1094306
1237678585185698233,2.537529,25.541269,24.231899
1237663542604334029,2.558771,319.14291,-0.53551768
1237661465449922960,2.558771,237.10964,34.734979
1237662474233250180,2.558771,247.94255,28.51511
1237678918056870379,2.558771,359.37344,11.270575
1237664673258668138,2.55959,211.72435,34.560381
1237653664182829322,2.55959,144.80656,1.4589662
1237651539797082487,2.55959,236.92281,57.093865
1237680241457037387,2.55959,15.218636,-8.1104996
1237679440424927701,2.55959,34.493154,-5.6500794
1237662306187673791,2.563691,209.85127,39.470653
1237658192147513546,2.563691,125.16194,31.007412
1237651754551476687,2.563691,189.85366,2.9512884
1237680505042371583,2.563691,339.58986,33.04165
1237678889056076018,2.563691,21.970163,-2.7185811
1237665355082236154,2.565332,245.85315,33.180498
1237665570374877561,2.565332,260.53365,34.255588
1237662301903126793,2.565332,229.24116,42.820176
1237661070332461290,2.565332,174.33932,15.323231
1237680241457037387,2.579316,15.218636,-8.1104996
1237662306740535800,2.579316,248.21229,22.672113
1237658298994197308,2.579316,151.76189,5.9209322
1237665442052112921,2.579316,193.53694,29.757623
1237679478553051405,2.58014,22.245312,22.373695
1237678879939232163,2.58014,342.45518,-2.9287607
1237659162816872820,2.58014,251.54595,32.299242
1237657591929504030,2.58014,166.82299,54.837156
1237659131672723767,2.58014,219.39787,49.165718
1237657776075375101,2.592527,124.82269,33.906059
1237680070177390893,2.592527,24.845533,23.583122
1237661871341306014,2.592527,219.29368,38.389184
1237665571441541606,2.592527,251.55085,48.877838
1237678617434587261,2.593354,38.291074,0.84054834
1237678876708242585,2.593354,318.75099,8.905677
1237678881025688109,2.593354,11.555991,-2.1906678
1237661139030704360,2.593354,145.34672,36.1166
1237651754554294469,2.608278,196.27373,3.0547263
1237668727161749852,2.608278,258.3637,44.37103
1237680277945712968,2.608278,3.66838819999998,28.355114
1237678881567211805,2.608278,22.218776,-1.6356106
1237666301627072636,2.611603,45.131424,0.64229
1237663784213676145,2.611603,37.15037,0.16089822
1237663784213676145,2.611603,37.15037,0.16089822
1237663784213676145,2.611603,37.15037,0.16089822
1237663784213676145,2.612435,37.15037,0.16089822
1237663784213676145,2.612435,37.15037,0.16089822
1237663784213676145,2.612435,37.15037,0.16089822
1237648722312102122,2.612435,197.45484,0.81112098
1237651752388395245,2.619095,154.09319,0.91155859
1237668584359723291,2.619095,170.39388,16.114216
1237665016311120185,2.619095,161.51422,32.562709
1237680243063521390,2.619095,5.72170019999999,-6.8905301
1237657401347080469,2.619095,142.76153,46.403659
1237679319627727468,2.629109,3.52950900000002,10.648865
1237662225682727124,2.629109,198.68305,39.707899
1237679006095900920,2.629109,349.39166,5.2501991
1237680305324491517,2.629109,337.57752,23.898894
1237665428091044136,2.629109,198.25093,28.817812
1237679322856161663,2.629109,23.127037,-5.0022252
1237678660900487340,2.636637,30.569667,3.8390204
1237658493343040194,2.636637,156.77112,9.3547984
1237661388678496481,2.636637,214.03383,55.153322
1237657590319481068,2.636637,169.62621,53.996519
1237661958834815228,2.638313,212.92712,49.241713
1237651539798655274,2.638313,241.16858,54.468715
1237659936437764933,2.638313,4.46625599999999,35.573467
1237657630049042872,2.638313,131.60267,38.449337
1237665129616900365,2.645021,182.75207,36.009561
1237661361302143153,2.645021,214.92516,43.029498
1237678920198848913,2.645021,346.39934,12.44361
1237680326801031978,2.645021,337.88945,28.321239
1237678595940483345,2.654265,354.25515,1.4924455
1237678617950880033,2.654265,351.21525,1.7277068
1237678860621447420,2.654265,5.49184489999999,13.554442
1237672796106981935,2.654265,1.99401519999998,-4.6197557
1237666407382385054,2.65679,31.251382,-0.48403863
1237661872933240920,2.65679,162.26273,42.757639
1237651252580122969,2.65679,222.06086,61.125153
1237661433236226247,2.65679,190.30729,46.34655
1237662306190098670,2.68553,216.4801,37.650199
1237661951338021182,2.68553,207.82617,12.707563
1237659326026285648,2.68553,240.79924,44.774373
1237680305858937288,2.68553,331.62327,22.95632
1237664852569686117,2.686379,213.29414,33.477718
1237668298220699829,2.686379,224.62924,15.710494
1237678920740831394,2.686379,358.41917,13.418612
1237654390570811731,2.686379,129.51285,47.307595
1237673807580627672,2.689776,120.17738,17.907794
1237661068167479877,2.689776,133.96162,8.4468916
1237662530061533443,2.689776,203.46429,14.453263
1237669681720459799,2.689776,350.04557,8.0766213
1237666186169942382,2.709369,332.95749,11.308841
1237663786883416244,2.709369,124.0818,55.303243
1237659163351056678,2.709369,246.94334,37.119552
1237667782812566361,2.709369,132.0992,14.153297
1237663784209285499,2.71792,27.104238,0.044305808
1237662534359712350,2.71792,236.18391,9.7236109
1237658304886341885,2.71792,147.32222,55.227997
1237661872948052323,2.71792,208.95926,42.463093
1237660339089965362,2.733361,44.008602,-0.011792
1237679005559292381,2.733361,349.93317,4.9610369
1237678617942622882,2.733361,332.4392,1.4480497
1237667211064639617,2.733361,180.61793,29.681849
1237672765515629057,2.751457,348.59403,21.838787
1237665534928421014,2.751457,233.91822,21.643496
1237654880733758203,2.751457,207.55354,4.9724077
1237680305867653649,2.751457,353.19929,26.450611
1237662335714722059,2.865449,231.53632,36.11292
1237666216217543165,2.865449,16.758726,14.816729
1237658204508258578,2.865449,173.63031,49.297544
1237658304889225475,2.865449,158.00408,58.244434
1237648721228005572,2.887765,173.83499,-0.18154604
1237662684682715379,2.887765,216.12964,33.399358
1237668273513627915,2.887765,213.57158,18.856017
1237669697303478459,2.887765,345.5889,6.5495002
1237661386531602903,2.898522,214.8211,53.129061
1237661386531602903,2.898522,214.8211,53.129061
1237661386531602903,2.898522,214.8211,53.129061
1237661386531602903,2.898522,214.8211,53.129061
1237666340797349928,2.90571,11.556424,1.073816
1237671267107799661,2.90571,190.71269,1.1714914
1237661816562122878,2.90571,196.83041,11.871908
1237667911128580204,2.90571,181.08416,24.72181
1237663785284600084,2.90661,30.718511,0.852173
1237668706760918076,2.90661,250.75514,14.346156
1237661812266041857,2.90661,164.45204,11.4756
1237651539799965916,2.90661,244.36599,52.08529
1237667910067159605,2.914714,211.58371,21.416043
1237657590855762102,2.914714,167.36536,54.004347
1237655464848589091,2.914714,213.50359,59.566513
1237651274032677026,2.914714,122.40252,49.645356
1237663547437613537,2.94639,120.96516,50.054966
1237661417139339421,2.94639,214.85187,53.387655
1237679439351120054,2.94639,34.341011,-6.5275673
1237661086951998977,2.94639,115.88429,18.26811
1237674289682318038,2.978323,119.58874,33.927263
1237654881798455738,2.978323,186.74376,6.0976947
1237671261204185316,2.978323,145.99242,13.703395
1237664672713277646,2.978323,187.97844,37.06215
1237657630579688090,2.994846,118.60864,29.075804
1237650795145790148,2.994846,145.12545,-0.75834816
1237655468060574657,2.994846,225.1224,1.2041837
1237652943699378479,2.994846,329.89981,12.7054
1237661971186844211,2.994846,187.94287,7.1869308
1237667736105975965,2.994846,151.95209,19.872666
1237657770702864566,2.994846,131.03458,42.540807
1237664853651489256,3.003133,233.48296,27.400478
1237656567580984366,3.003133,325.78051,-0.69446726
1237657189835080301,3.003133,8.27308799999997,-1.0201264
1237662198290253018,3.003133,242.75561,6.0307153
1237663784749957251,3.016058,35.907335,0.54184802
1237656567047389851,3.016058,333.23436,-1.1810154
1237658299520189722,3.016058,126.86694,4.0498129
1237661434320323289,3.016058,222.26903,40.764471
1237661434848936844,3.064433,197.56134,47.211067
1237651250947096920,3.064433,126.73441,48.424148
1237667781213684397,3.064433,159.68563,19.250323
1237665442062729314,3.064433,220.43423,25.3052
1237662226211995868,3.082254,176.03462,40.53908
1237678854161039815,3.082254,324.0879,7.1439723
1237665227846123880,3.082254,195.26423,32.758162
1237661358082097475,3.082254,187.75711,47.948188
1237666275273474511,3.082254,15.792656,24.775946
1237661385993879682,3.111497,211.62822,53.464791
1237660765910663285,3.111497,127.69162,29.552495
1237657595683144530,3.111497,116.53285,31.061476
1237679581083533683,3.111497,26.973798,30.578651
1237651754549510268,3.115286,185.26753,3.058697
1237659133817651474,3.115286,211.80668,53.033561
1237659133817651474,3.115286,211.80668,53.033561
1237678619035435907,3.115286,16.046366,2.5745463
1237657857678114880,3.115286,159.73905,50.452217
1237661849849823370,3.151452,157.4747,40.669993
1237658802029724007,3.151452,154.06602,50.920605
1237669762791376360,3.151452,322.67815,5.7437528
1237667212676170532,3.151452,183.04187,31.023858
1237665128001896719,3.165815,170.62996,33.74194
1237651537629610148,3.165815,142.20496,59.224387
1237654653634019613,3.165815,118.18251,35.553096
1237665129622733538,3.165815,199.21394,35.194418
1237663783126106732,3.165815,5.59117709999998,-0.74862689
1237664878881538719,3.165815,155.79791,33.812646
1237651192423253050,3.168694,114.08257,36.821293
1237664292082680430,3.168694,201.04712,15.532534
1237665566078469009,3.168694,233.96153,16.905943
1237651272441594283,3.168694,208.44356,65.347637
1237662662132302288,3.203393,212.9658,35.943004
1237662197748007355,3.203393,230.49534,7.7020321
1237663654805963369,3.203393,110.95893,40.179648
1237660413725966829,3.203393,143.03536,8.5471523
1237653652917191014,3.214053,20.134844,15.140371
1237655130375848508,3.214053,248.34137,44.969431
1237659119862743290,3.214053,224.35571,47.885029
1237657117873078601,3.214053,128.03718,37.371403
1237657191446020191,3.238381,8.9410876,0.38495328
1237679439353413830,3.238381,39.692104,-6.0380302
1237661385994272832,3.238381,213.07552,53.066324
1237657628985328334,3.238381,160.03957,49.33479
1237661388142411939,3.259906,216.43052,54.105382
1237660411038466573,3.259906,136.05918,5.6065788
1237655472896606984,3.259906,251.84865,36.473042
1237667781238784506,3.259906,220.25332,17.573078
1237667551416418794,3.259906,158.64682,23.417128
1237668311089611391,3.326134,233.27278,13.686225
1237667323794030731,3.326134,185.39853,28.103854
1237665548351897667,3.326134,212.48773,23.997082
1237661434308330124,3.326134,184.98409,47.483395
1237660765909615134,3.354116,125.4662,28.187478
1237664668437840013,3.354116,162.36393,37.678576
1237660670886937063,3.354116,144.05833,10.014523
1237667911130873893,3.354116,186.86471,24.671677
1237651272977809669,3.354116,205.18513,66.289522
1237661434851034003,3.355119,204.42476,46.209456
1237674367530042402,3.355119,118.66822,34.394313
1237649918435328303,3.355119,30.023606,12.457155
1237661435921170535,3.355119,192.52976,48.458878
1237661387605344791,3.455536,215.47427,53.80941
1237661387605344791,3.455536,215.47427,53.80941
1237661387605344791,3.455536,215.47427,53.80941
1237680327873856774,3.455536,335.30445,28.543563
1237667539084313114,3.455536,157.5188,23.470221
1237661416065073285,3.741328,212.38179,53.196305
1237661416065073285,3.741328,212.38179,53.196305
1237658297915408879,3.741328,140.2095,4.196057
1237668331497063043,3.741328,233.79802,11.298464
1237664673795604500,7.0094,212.00184,34.856868
1237678825714090559,7.0094,338.95942,4.9217351
