bestObjId,z,ra,dec
1237660557598852531,7.0094,69.142847,24.725148
1237660760536253044,7.0094,69.09669,25.775936
1237665331460899312,7.011245,179.31024,33.369078
1237662264860345138,7.011245,230.41166,7.9750814
1237660613435851137,7.011245,167.7071,8.9525583
1237651191353246594,7.011245,121.03181,43.526695
1237660559209530286,7.011245,69.343149,25.975321
1237660760537105407,7.011245,71.368723,25.681645
1237660761074107607,7.011245,71.719911,26.018698
1237660761610322909,7.011245,69.979118,26.427955
1237660559747057028,7.011245,71.144077,26.336144
1237660559747122289,7.011245,71.17708,26.343006
1237660761610256591,7.011245,69.829318,26.55871
1237661416602861738,7.011245,215.75778,52.554627
1237663917334987766,7.011245,111.7892,42.977014
1237671129125945688,7.011245,176.18758,0.74412266
1237657774462469646,7.011245,121.55301,29.450876
1237658492275786357,7.011245,171.68815,9.3169468
1237661971727712757,7.011245,197.13899,7.45882
1237667549803512158,7.011245,153.45765,21.046882
1237651715337814387,7.011245,253.68743,41.863435
1237667429571101327,7.011245,175.43418,26.707094
1237667429571166657,7.011245,175.48595,26.596875
1237665329317019949,7.011245,189.04288,31.625269
1237659145095610718,7.011245,213.22097,56.430441
1237651252028833867,7.011245,150.13138,61.267277
1237658302739448314,7.011245,150.79682,54.489897
1237672763362312283,7.011245,339.66817,32.644396
1237646586638828073,7.011245,86.427253,-0.109605
1237658187852743617,7.011245,87.195725,0.096052001
0,7.011245,85.993961,-8.196513
0,7.011245,85.916068,-8.299024
0,7.011245,85.648582,-10.078997
0,7.011245,84.549971,-8.740579
0,7.011245,85.018352,-8.517656
0,7.011245,86.382096,-9.107826
0,7.011245,86.192244,-8.899796
0,7.011245,86.145578,-8.536747
0,7.011245,86.560792,-9.295682
0,7.011245,86.644774,-9.165599
0,7.011245,86.434466,-9.814402
0,7.011245,86.102396,-9.067542
0,7.011245,85.849289,-9.886928
0,7.011245,86.062198,-9.383033
0,7.011245,79.900047,2.3877652
1237660558672724749,7.011245,69.516371,25.468748
1237660559210251487,7.011245,71.283471,25.778475
1237660559747057028,7.011245,71.144077,26.336144
1237660760537105688,7.011245,71.333506,25.58579
1237660761074172850,7.011245,71.76694,25.949827
1237660761610256591,7.011245,69.829318,26.55871
1237660761610519570,7.011245,70.582751,26.559426
1237660557598983016,7.011245,69.490542,24.529519
1237660558135919298,7.011245,69.749693,25.137108
1237660559209857275,7.011245,70.1456,25.834146
1237660559210513078,7.011245,71.80128,25.88887
1237660559746860276,7.011245,70.50654,26.247229
1237660761074107607,7.011245,71.719911,26.018698
1237660761610519937,7.011245,70.57895,26.511458
1237660761610585305,7.011245,70.663554,26.379978
1237661435386922051,7.011245,201.35786,47.079064
1237679478019129360,7.011245,29.336964,20.913979
1237680332702352697,7.011245,330.42876,25.599875
1237666274198618418,7.011245,13.027719,24.093731
1237679435059168113,7.011245,8.79814160000001,-2.3208137
0,7.011245,15.473552,-0.21091219
1237663547972059884,7.011245,116.36677,45.460774
1237661434853721360,7.011245,212.65636,44.38259
1237678661977112702,7.011245,37.19556,4.374339
