Discovery,Lens Kind,Lens Grade,Description,Einstein_R,Einstein_R_err,Discovery Date,Name,N Images
Serendipitous,GAL-GAL,A,This  system has two separate sets of HST F814W values. The second set is as follows: lens magnitude=22.13; Reff=0.04; axis ratio=0.34; PA=158.6,1.98 , 0.01,2012-06-15,ACS J084710.65+344826.4,1
