Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,z_Source quality,Einstein_R,Einstein_R_err,z_lens,z_lens_err,z_source,z_source_err,Stellar_v_disp,Stellar_v_disp_err,Discovery Date,Name,N Images
SL2S,GAL-GAL,A,SIE model,spectroscopic,spectroscopic,1.77 , 0.09,0.2380 , 0.001,1.199 , 0.001,241 , 12,2010-08-18,SL2S J022511-045433,0
