Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,z_Source quality,Einstein_R,Einstein_R_err,z_lens,z_lens_err,z_source,z_source_err,Stellar_v_disp,Stellar_v_disp_err,Discovery Date,Name,N Images
SL2S,GAL-GAL,A,SIE model,spectroscopic,spectroscopic,1.30 , 0.04,0.3898 , 0.001,2.15 , 0.01,300 , 23,2010-08-18,SL2S J021902-082934,2
