Discovery,Lens Kind,Lens Grade,"Einstein_R [""]",z_Source(s),z_lens,z_lens_err,Discovery Date,Name,N Images,Alternate Names
Serendipitous,QSO-GAL,A,1.22,0.558,0.21017 , 0.00005,2011-10-01,SDSS J0919+2720,0,SDSS J091926.22+272051.0
