Discovery,Lens Kind,Lens Grade,"Einstein_R [""]",z_lens,z_lens_err,Discovery Date,Name,N Images,Alternate Names
SL2S,GRP-GAL,A,7.1,0.48 , 0.02,2006-06-12,SL2S J021408-053532,0,SA22
