Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,z_Source quality,Description,Einstein_R,Einstein_R_err,z_lens,z_lens_err,z_source,z_source_err,Discovery Date,Name,N Images
Serendipitous,GAL-QSO,A,SIE model,spectroscopic,spectroscopic,We detect the host galaxy of the z_s=4.50 lensed quasar in BRI 0952-0115.,2.23 , 0.01,0.632 , 0.001,4.50 , 0.01,2000-06-01,BRI0952-0115,2
