Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,z_Source quality,Einstein_R,Einstein_R_err,z_lens,z_lens_err,z_source,z_source_err,Stellar_v_disp,Stellar_v_disp_err,Discovery Date,Name,N Images
SL2S,GAL-GAL,A,SIE model,spectroscopic,spectroscopic,1.27 , 0.04,0.750 , 0.001,2.74 , 0.01,267 , 17,2013-07-01,SL2SJ021247-055552,3
