Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,z_Source quality,Description,Einstein_R,Einstein_R_err,z_lens,z_lens_err,z_source,z_source_err,Stellar_v_disp,Stellar_v_disp_err,Discovery Date,Name,N Images
SLACS,GAL-GAL,A,SIE model,spectroscopic,spectroscopic,"A faint but deﬁnite counterimage is seen to the NE in both bands in this system, opposite the more obvious extended arc.",1.16 , 0.01,0.33165 , 0.00007,0.523 , 0.001,332 , 24,2006-02,SDSS J0216-0813,3
