Discovery,Lens Kind,Lens Grade,"Einstein_R [""]",z_lens,z_lens_err,Discovery Date,Name,N Images,Alternate Names
SL2S,GRP-GAL,A,3.2,0.45 , 0.02,2011-09-08,SL2S J020929-064311,0,SA14
