Discovery,Lens Kind,Lens Grade,"Einstein_R [""]",z_Lens,z_Source(s),Description,Discovery Date,Name,N Images
Serendipitous,GRP-QSO,A,6.26,0.36,1.41,Q0957 was the first strong lens discovered.,1979-01-01,Q0957+561,2
