Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,z_Source quality,Einstein_R,Einstein_R_err,z_lens,z_lens_err,z_source,z_source_err,Stellar_v_disp,Stellar_v_disp_err,Discovery Date,Name,N Images
SLACS,GAL-GAL,A,SIE model,spectroscopic,spectroscopic,1.10 , 0.01,0.35071 , 0.00008,1.071 , 0.001,242 , 30,2008-08,SDSS J0330-0020,2
