Author,Title,Discovery,Links
More et al. 2012 [ApJ749(2012)38],The CFHTLS-Strong Lensing Legacy Survey (SL2S): Investigating the Group-scale Lenses with the SARCS Sample,,http://admin.masterlens.org/citation.php?referenceID=161&
Suyu et al. 2010 [A&A524(2010)A94],The halos of satellite galaxies: the companion of the massive elliptical lens SL2S J08544-0121,Discovery Paper,http://admin.masterlens.org/citation.php?referenceID=3291&
