Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,Description,Einstein_R,Einstein_R_err,z_lens,z_lens_err,Discovery Date,Name,N Images
COSMOS,GAL-GAL,A,SIE model,spectroscopic,complete ring with brightness distribution consistent with lensing,0.60 , 0.00,0.738 , 0.001,2008-05-01,COSMOS0038+4133,0
