Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,z_Source quality,Description,Einstein_R,Einstein_R_err,z_lens,z_lens_err,z_source,z_source_err,Stellar_v_disp,Stellar_v_disp_err,Discovery Date,Name,N Images
SLACS,GAL-GAL,A,SIE model,spectroscopic,spectroscopic,The first double-source galaxy-scale strong gravitational lens.,1.38 , 0.01,0.22193 , 0.00006,0.609 , 0.001,257 , 20,2011-11-01,SDSS J0946+1006,4
