Discovery,Lens Kind,Lens Grade,Einstein_R quality,Description,Einstein_R,Einstein_R_err,Discovery Date,Name,N Images
Serendipitous,GAL-GAL,B,SIE model,Arc,1.52 , 0.01,2012-06-15,ACS J001423.02-302109.8,1
