Discovery,Lens Kind,Lens Grade,Einstein_R quality,Description,Einstein_R,Einstein_R_err,Discovery Date,Name,N Images
Serendipitous,GAL-GAL,A,SIE model,Arc,1.00 , 0.01,2012-06-15,ACS J001426.26-302255.9,1
