Discovery,Lens Kind,Lens Grade,"Einstein_R [""]",z_Lens,z_Source(s),Discovery Date,Name,N Images
HE survey,GAL-QSO,A,1.21,0.454,1.689,2002-07-01,HE0435-1223,4
