Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens,z_Lens quality,z_Source(s),z_Source quality,Description,Einstein_R,Einstein_R_err,Discovery Date,Name,N Images
SQLS,GAL-QSO,A,SIE model,0.388,spectroscopic,3.605,spectroscopic,Doubly imaged lensed quasar lying in particularly rich environment. The lens is a luminous red galaxy.,1.42 , 0.03,2003-11-01,SDSS J0903+5028,2
