Discovery,Lens Kind,Lens Grade,Einstein_R quality,z_Lens quality,z_Source quality,Description,Einstein_R,Einstein_R_err,z_lens,z_lens_err,z_source,z_source_err,Discovery Date,Name,N Images
SL2S,GRP-GAL,A,SIE model,spectroscopic,spectroscopic,From Suyu and Halkola 2010,5.22 , 0.10,0.351 , 0.001,1.268 , 0.001,2011-09-08,SL2S J085447-012137,0
