Author,Title,Discovery,Links
Hennawi et al. 2008 [AstronJ135(2008)664],A New Survey for Giant Arcs,,http://admin.masterlens.org/citation.php?referenceID=218&
Estrada et al. 2007 [ApJ660(2007)1176],A Systematic Search for High Surface Brightness Giant Arcs in a Sloan Digital Sky Survey Cluster Sample,Discovery Paper,http://admin.masterlens.org/citation.php?referenceID=214&
