Author,Title,Discovery,Links
Faure 2011 [A&A529(2011)72],On the evolution of environmental and mass properties of strong lens galaxies in COSMOS,,http://admin.masterlens.org/citation.php?referenceID=141&
Faure et al. 2008 [ApJS176(2008)19],First Catalog of Strong Lens Candidates in the COSMOS Field,Discovery Paper,http://admin.masterlens.org/citation.php?referenceID=139&
