Author,Title,Discovery,Links
Auger et al. 2009 [ApJ705(2009)1099],"The Sloan Lens ACS Survey. IX. Colors, Lensing, and Stellar Masses of Early-Type Galaxies",,http://admin.masterlens.org/citation.php?referenceID=20&
Newton et al. 2009 [ApJ696(2009)1125],Enhanced Lensing Rate by Clustering of Massive Galaxies: Newly Discovered Systems in the Slacs Fields,Discovery Paper,http://admin.masterlens.org/citation.php?referenceID=19&
Bolton et al. 2008 [ApJ682(2008)964],The Sloan Lens ACS Survey. V. The Full ACS Strong-Lens Sample,,http://admin.masterlens.org/citation.php?referenceID=229&
Bolton et al. 2006 [ApJ638(2006)703],The Sloan Lens ACS Survey. I. A Large Spectroscopically Selected Sample of Massive Early-Type Lens Galaxies,,http://admin.masterlens.org/citation.php?referenceID=226&
