Discovery,Lens Kind,Lens Grade,Einstein_R quality,Reference redshift,z_Lens,z_Lens quality,z_Source quality,Einstein_R,Einstein_R_err,z_source,z_source_err,Discovery Date,Name,N Images
Serendipitous,XRAY-CLUST,A,Reference redshift,2,0.2546,spectroscopic,spectroscopic,7.5 , 0.5,1.265 , .001,2007-06-01,Abell 68,8
