Discovery,Lens Kind,Lens Grade,Einstein_R quality,Reference redshift,z_Lens,z_Lens quality,Description,Einstein_R,Einstein_R_err,Stellar_v_disp,Stellar_v_disp_err,Discovery Date,Name,N Images
MACS Lenses,XRAY-CLUST,A,Reference redshift,2.00,0.505,spectroscopic,Image from Zitrin et al. 2011,11 , 3,1150 , 350,2010-06-01,MACS J0911.2+1746,0
