Author,Title,Discovery,Links
More et al. 2011 [ApJ734(2011)69],Gravitational Lens Candidates in the E-CDFS,,http://admin.masterlens.org/citation.php?referenceID=138&
Blakeslee et al. 2004 [ApJL602(2004)L9],Advanced Camera for Surveys Observations of a Strongly Lensed Arc in a Field Elliptical Galaxy,Discovery Paper,http://admin.masterlens.org/citation.php?referenceID=164&
