Discovery,Lens Kind,Lens Grade,"Einstein_R [""]",z_lens,z_lens_err,Discovery Date,Name,N Images
SL2S,GRP-GAL,A,5.2,0.72 , 0.03,2011-09-08,SL2S J022151-064733,0
